监测时间,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m²）
2021-5-3 2:00,3,10,16,14,84,0.5,20.5,95,1010.8,2,72.1,0.917827,401.091
2021-5-3 3:00,3,10,17,12,83,0.4,20.2,92,1010.4,1.7,64.4,0.0320896,377.94
2021-5-3 4:00,3,16,14,9,66,0.4,20.5,89,1010.4,1.1,72.6,0.0322288,378.717
2021-5-3 5:00,3,23,13,9,47,0.4,20.8,89,1010.9,0.6,335.3,0.0893356,379.349
2021-5-3 6:00,3,27,18,9,43,0.5,20.6,91,1011.3,0.9,38.1,0.0893356,379.349
2021-5-3 7:00,3,28,16,12,41,0.5,20.6,91,1011.8,0.8,55.2,0.220147,383.871
2021-5-3 8:00,3,35,16,9,36,0.5,20.8,92,1012,0.9,62.8,0.306574,388.716
2021-5-3 9:00,—,38,—,9,33,—,21.3,92,1012.2,0.8,54,0.417816,393.763
2021-5-3 10:00,4,—,31,12,—,0.6,22.6,88,1011.8,1.2,58.1,0.336618,400.464
2021-5-3 11:00,4,44,33,17,39,0.6,24.2,83,1011.5,1.1,57.7,0.48731,409.917
2021-5-3 12:00,4,37,42,19,58,0.6,25.6,80,1010.8,2,109.9,0.551371,419.101
2021-5-3 13:00,4,34,48,24,58,0.6,25.7,82,1010.1,2,113.1,0.529525,421.718
2021-5-3 14:00,4,25,30,22,72,0.5,25.6,82,1009.3,2,128,0.438207,418.918
2021-5-3 15:00,4,22,35,14,81,0.5,25.6,84,1008.6,1.8,125.5,0.257951,414.441
2021-5-3 16:00,3,21,36,14,—,0.5,26,82,1008.2,1.9,121.1,0.35411,410.231
2021-5-3 17:00,3,30,41,19,62,0.5,26,82,1007.8,1.9,124.6,0.50734,404.34
2021-5-3 18:00,3,31,33,9,51,0.5,25.9,82,1008.1,2,120.8,0.374656,397.631
2021-5-3 19:00,3,34,38,17,41,0.5,25.7,83,1008.4,1.9,118.9,0.510972,396.67
2021-5-3 20:00,3,25,31,12,46,0.4,25.4,84,1008.8,1.6,114.8,0.601193,394.529
2021-5-3 21:00,3,24,36,17,43,0.4,25.3,85,1009.6,1.9,116,0.593923,392.716
2021-5-3 22:00,3,32,32,12,30,0.4,25.3,86,1009.7,2,125.6,0.65686,390.521
2021-5-3 23:00,3,31,30,14,29,0.4,25.2,87,1010,1.4,110.1,0.672054,388.143
2021-5-4 0:00,3,35,36,12,20,0.5,25.2,88,1009.8,1.1,95.1,0.880016,420.599
2021-5-4 1:00,3,37,29,27,17,0.6,25,88,1009.4,1.3,85.7,0.912112,419.48
2021-5-4 2:00,4,36,29,—,19,0.5,24.9,88,1009.1,1.3,105.2,0.837024,418.795
2021-5-4 3:00,4,38,34,2,16,0.5,24.8,89,1008.5,1.3,112.5,0.909664,382.963
2021-5-4 4:00,3,38,31,14,13,0.5,24.7,90,1008.7,0.9,78.6,0.758977,389.578
2021-5-4 5:00,3,41,28,9,6,0.5,24.6,90,1008.9,0.9,98.3,0.857922,404.847
2021-5-4 6:00,3,45,33,19,3,0.5,24.7,91,1009.5,0.7,92.7,0.788718,411.532
2021-5-4 7:00,3,35,33,12,14,0.6,25.4,89,1009.6,1.1,81.5,0.788718,411.532
2021-5-4 8:00,4,22,30,17,26,0.6,27,82,1009.9,1,112.2,0.78401,416.807
2021-5-4 9:00,4,17,23,17,49,0.5,28.3,75,1009.6,2.2,254.4,0.933155,422.33
2021-5-4 10:00,4,13,38,12,82,0.5,29.6,68,1009.3,2,231.2,0.841686,428.488
2021-5-4 11:00,4,12,44,14,85,0.5,30.3,64,1008.8,2.3,233.6,0.745148,434.486
2021-5-4 12:00,3,9,34,12,84,0.4,31,61,1008.1,1.9,234.7,0.800697,440.68
2021-5-4 13:00,5,9,33,9,77,0.4,31.1,62,1007.4,1.4,239.2,0.774679,439.289
2021-5-4 14:00,4,8,24,9,78,0.4,31.7,60,1006.2,2.2,232.8,0.785722,428.593
2021-5-4 15:00,4,9,30,7,80,0.4,31.7,60,1005.4,2.1,233.6,0.626862,428.853
2021-5-4 16:00,4,15,35,14,58,0.4,30.6,64,1005.4,2.1,235.2,0.798498,412.078
2021-5-4 17:00,3,21,30,12,75,0.5,25.9,78,1007,2.4,339.9,0.863613,441.296
2021-5-4 18:00,2,20,6,7,78,0.5,23,95,1008,1,46.5,0.990148,432.224
2021-5-4 19:00,2,29,—,2,69,0.5,22.7,95,1008.5,1.1,84.2,0.806701,427.249
2021-5-4 20:00,3,27,9,2,58,0.5,23.1,95,1009.3,0.8,246.3,1,430.758
2021-5-4 21:00,2,33,10,5,46,0.6,23.3,95,1010.6,0.9,326.1,0.318535,417.282
2021-5-4 22:00,3,30,14,14,50,0.5,22.9,95,1011.4,0.8,51.1,0,382.628
2021-5-4 23:00,3,42,22,5,29,0.6,23,95,1011.6,0.7,357.5,0.0257338,381.376
2021-5-5 0:00,4,43,36,17,20,0.7,23.1,95,1011.4,0.6,357.5,0.0594512,380.81
2021-5-5 1:00,4,43,41,24,19,0.7,23,94,1011.2,0.7,307.4,0.226751,380.042
2021-5-5 2:00,4,35,39,24,25,0.6,23,92,1010.6,0.5,305.4,0.905764,407.734
2021-5-5 3:00,4,39,28,27,21,0.7,23.1,90,1010.3,0.6,306.8,0.7955,433.137
2021-5-5 4:00,4,40,29,27,20,0.6,22.9,90,1010.4,0.7,314.7,0.274847,423.375
2021-5-5 5:00,4,31,22,24,29,0.6,22.8,89,1010.9,0.9,315.1,0.274847,423.375
2021-5-5 6:00,5,28,30,22,29,0.6,23,88,1011.7,1.1,333.2,0.390941,390.179
2021-5-5 7:00,6,29,19,24,32,0.7,23.9,84,1012.3,1.4,314.5,0.370464,398.131
2021-5-5 8:00,7,31,30,22,36,0.7,24.8,79,1012.8,1.5,357.9,0.384795,403.03
2021-5-5 9:00,7,31,28,22,42,0.7,26.1,74,1013,1,3.3,0.606587,404.511
2021-5-5 10:00,7,27,24,17,64,0.7,27.4,70,1013,1.4,0.8,0.446635,407.859
2021-5-5 11:00,6,22,41,14,88,0.6,28.3,66,1012.7,1.6,355,0.341317,409.718
2021-5-5 12:00,5,22,39,12,105,0.6,28.9,64,1012,1.9,15.2,0.485345,411.48
2021-5-5 13:00,4,16,38,14,128,0.6,29.7,62,1010.9,1.5,21,0.654082,409.094
2021-5-5 14:00,4,16,36,7,146,0.6,30,61,1010.2,1,21.8,0.524923,403.535
2021-5-5 15:00,3,15,49,14,156,0.6,30,61,1009.9,1.2,1.4,0.355158,399.183
2021-5-5 16:00,3,15,35,17,152,0.6,30.2,61,1009.6,0.9,359.9,0.812644,432.753
2021-5-5 17:00,3,17,31,12,149,0.6,29.9,62,1009.6,0.7,10.3,0.945717,401.25
2021-5-5 18:00,3,20,23,19,141,0.6,29.6,63,1010.2,0.4,48.3,0.737474,394.308
2021-5-5 19:00,3,28,32,22,113,0.7,28.8,68,1010.8,0.4,254.1,0.424259,389.81
2021-5-5 20:00,3,44,50,24,99,0.9,28.2,70,1011.7,1,246.8,0.328597,386.377
2021-5-5 21:00,4,57,66,36,76,1,28.1,70,1012.3,0.8,246.4,0.263229,384.884
2021-5-5 22:00,4,65,73,44,45,1,27.6,72,1012.3,0.4,176.1,0.318879,382.776
2021-5-5 23:00,4,77,71,44,20,1,27.2,74,1011.7,0.7,188.5,0.5206,431.711
2021-5-6 0:00,4,92,76,41,7,1.1,27.2,76,1012.1,0.9,207.5,0.811136,382.604
2021-5-6 1:00,4,37,71,48,76,0.6,26.2,83,1012.1,1.7,95.4,0.929843,417.456
2021-5-6 2:00,2,22,75,24,68,0.5,25.2,89,1012,2.2,120.3,0.828085,416.41
2021-5-6 3:00,2,17,31,14,74,0.5,24.7,88,1011.9,1.8,121.4,0.892046,415.033
2021-5-6 4:00,3,18,40,17,73,0.5,24.6,87,1012.2,2.2,120.1,0.789154,416.794
2021-5-6 5:00,2,16,46,22,75,0.5,24.5,85,1012.7,1.8,112.4,0.811689,423.348
2021-5-6 6:00,3,23,48,24,66,0.5,24.6,84,1013.3,1.8,111,0.811689,423.348
2021-5-6 7:00,3,22,51,24,70,0.5,24.7,83,1014,1.4,87,0.923443,433.828
2021-5-6 8:00,3,17,38,19,80,0.5,25.3,79,1014.8,1.6,92.3,0.834242,392.512
2021-5-6 9:00,3,24,47,17,74,0.5,25.6,78,1015.3,1.3,111.6,0.650262,433.029
2021-5-6 10:00,3,26,43,24,79,0.5,27,73,1015.4,1.4,122.9,0.659492,404.771
2021-5-6 11:00,3,20,63,24,116,0.5,27.8,70,1014.9,1.7,135.7,0.931702,440.457
2021-5-6 12:00,4,16,49,24,152,0.5,28.8,66,1014,1.5,135,0.755518,410.513
2021-5-6 13:00,3,14,58,27,152,0.5,29.8,63,1012.8,1.5,150.7,0.711119,410.695
2021-5-6 14:00,4,13,67,22,147,0.5,30.1,62,1011.9,1.5,235.2,0.67062,408.821
2021-5-6 15:00,3,14,59,19,144,0.5,30.2,61,1011.2,1.6,119.5,0.788412,404.599
2021-5-6 16:00,3,15,60,22,139,0.5,30,62,1010.8,1.6,220.2,0.867756,436.687
2021-5-6 17:00,4,22,46,22,123,0.6,29.8,64,1010.7,1.4,248.1,0.812499,431.093
2021-5-6 18:00,3,21,50,22,107,0.6,28.7,68,1010.9,1.6,272.2,0.78488,440.716
2021-5-6 19:00,4,24,43,27,86,0.6,27.7,70,1011.5,1.7,246.7,0.997134,436.211
2021-5-6 20:00,4,21,40,19,79,0.5,27,73,1012,1.6,249.1,0.867328,394.301
2021-5-6 21:00,4,22,44,14,71,0.6,26.6,75,1012.5,1.6,271.5,0.700516,435.108
2021-5-6 22:00,4,27,48,19,58,0.6,26.1,77,1012.7,1.1,275.3,0.659468,390.446
2021-5-6 23:00,5,26,47,24,53,0.6,25.8,78,1012.7,1,266.8,0.693393,389.572
2021-5-7 0:00,5,24,33,19,52,0.6,25.6,79,1012.5,0.7,28.1,0.722913,388.071
2021-5-7 1:00,5,25,47,19,51,0.6,25.4,79,1012.2,1,248.3,0.671414,384.681
2021-5-7 2:00,5,25,44,19,49,0.7,25.6,79,1012,0.8,264.6,0.827851,402.835
2021-5-7 3:00,5,27,58,27,43,0.7,25.3,81,1011.5,0.8,56.8,0.91989,407.191
2021-5-7 4:00,5,25,51,29,43,0.6,25,83,1011.9,0.7,36.3,0.88139,410.535
2021-5-7 5:00,5,26,48,29,40,0.6,25.1,84,1012.4,0.5,350.3,0.820831,406.976
2021-5-7 6:00,5,27,39,29,42,0.7,25.3,83,1012.9,0.6,251.4,0.713442,384.905
2021-5-7 7:00,6,26,44,19,47,0.7,25.8,81,1013.4,1,116.6,0.713442,384.905
2021-5-7 8:00,8,26,37,27,53,0.8,27.1,75,1013.9,1.3,131.1,0.636263,390.284
2021-5-7 9:00,9,23,57,29,68,0.7,28.3,70,1014,1.2,225.4,0.486311,396.127
2021-5-7 10:00,8,16,53,22,93,0.6,29.6,65,1013.5,1.1,247.2,0.29368,401.251
2021-5-7 11:00,8,22,58,19,145,0.6,30.1,64,1013,1.3,159,0.206897,396.177
2021-5-7 12:00,7,25,67,31,200,0.7,30.7,63,1012,1.5,110.4,0.231591,397.063
2021-5-7 13:00,5,18,68,41,199,0.6,31.4,60,1010.9,1.3,115.6,0.387956,398.655
2021-5-7 14:00,5,18,61,34,184,0.5,31.7,58,1009.8,1.8,126.7,0.376404,399.043
2021-5-7 15:00,5,19,51,31,172,0.5,32.6,56,1008.9,1.4,142.7,0.424592,397.966
2021-5-7 16:00,4,21,68,31,172,0.5,31.9,61,1007.9,2.4,118.7,0.344499,397.675
2021-5-7 17:00,3,29,74,31,146,0.5,31,66,1007.6,2,112.6,0.255812,399.653
2021-5-7 18:00,4,27,57,24,120,0.6,30.5,67,1007.8,2.2,222.3,0.274059,392.876
2021-5-7 19:00,4,28,53,29,87,0.7,29.6,72,1008.2,1.8,257.8,0.49059,386.008
2021-5-7 20:00,4,29,47,24,70,0.9,28.7,75,1008.6,1.6,253.4,0.318131,410.036
2021-5-7 21:00,4,36,48,29,49,1,28.3,77,1009.1,1.5,249.7,0.396337,408.795
2021-5-7 22:00,4,25,39,31,46,0.8,27.8,78,1009.2,1.4,269.9,0.37917,406.386
2021-5-7 23:00,4,20,31,19,45,0.6,27.5,79,1009.4,1,242.1,0.563673,388.786
2021-5-8 0:00,4,21,43,17,37,0.6,27.1,82,1009.2,0.5,34,0.593519,386.608
2021-5-8 1:00,4,26,39,17,30,0.6,26.9,83,1008.5,0.7,22.4,0.565691,389.107
2021-5-8 2:00,4,25,44,17,29,0.6,26.7,84,1008,1.2,259.2,0.534968,393.682
2021-5-8 3:00,4,24,44,17,27,0.5,26.6,84,1007.5,0.8,281.3,0.65568,394.045
2021-5-8 4:00,4,25,36,17,25,0.6,26.5,84,1007.5,0.7,235.7,0.921129,417.028
2021-5-8 5:00,5,26,35,22,22,0.6,26.3,84,1007.8,0.8,245,0.921129,417.028
2021-5-8 6:00,4,21,32,17,29,0.6,26.4,82,1008.7,1.2,236.6,0.771634,410.822
2021-5-8 7:00,5,17,21,12,34,0.6,27.2,78,1009.4,1.2,244,0.690593,413.977
2021-5-8 8:00,5,18,27,17,37,0.6,28.1,74,1009.7,1.8,226.7,0.760498,428.964
2021-5-8 9:00,5,17,41,14,52,0.6,29.4,69,1009.6,1.8,241.1,0.706643,400.644
2021-5-8 10:00,5,16,42,17,86,0.6,30.6,65,1009.3,1.7,241.9,0.645761,401.813
2021-5-8 11:00,5,13,46,19,110,0.5,31.4,62,1008.9,1.8,234.6,0.70062,404.968
2021-5-8 12:00,5,11,49,19,121,0.5,32.7,58,1008,1.6,240.9,0.792968,442.217
2021-5-8 13:00,4,8,35,22,114,0.4,33.4,54,1007,1.8,248,0.863119,445.596
2021-5-8 14:00,4,8,40,17,117,0.4,34,52,1006,1.9,246.7,0.793857,438.783
2021-5-8 15:00,4,8,30,12,105,0.4,34.3,50,1005.1,2.1,239.9,0.973315,432.138
2021-5-8 16:00,4,9,43,14,108,0.4,34.3,49,1004.5,1.9,240.5,0.971484,443.946
2021-5-8 17:00,3,15,39,12,101,0.5,34.1,52,1004.4,1.5,245.4,0.814555,423.843
2021-5-8 18:00,2,25,60,14,81,0.6,32.4,62,1004.7,2.3,233.5,0.784012,421.57
2021-5-8 19:00,3,24,47,14,55,0.5,31.3,65,1005.1,2.3,234.2,0.812603,419.132
2021-5-8 20:00,3,27,37,19,34,0.6,30.3,70,1005.8,1.7,263.1,0.910585,418.307
2021-5-8 21:00,3,23,37,14,30,0.5,29.3,74,1006.2,1.2,345.4,0.943289,419.198
2021-5-8 22:00,2,25,28,17,25,0.6,28.9,76,1006.8,1.2,288.3,0.930103,419.153
2021-5-8 23:00,3,27,28,14,24,0.6,28.7,77,1006.8,0.9,274,0.910294,420.271
2021-5-9 0:00,3,28,32,12,20,0.6,28.4,78,1006.6,0.7,337.5,0.896564,420.328
2021-5-9 1:00,3,30,29,14,18,0.6,28.3,78,1006.3,0.6,278.7,0.852156,435.602
2021-5-9 2:00,3,28,36,17,18,0.5,27.8,80,1005.9,0.7,355.8,0.846164,421.508
2021-5-9 3:00,3,23,34,14,24,0.5,27.7,79,1005.7,1.1,243.2,0.812467,421.189
2021-5-9 4:00,4,22,27,12,26,0.5,27.6,79,1006,1.1,234.1,0.939484,419.5
2021-5-9 5:00,4,19,26,12,28,0.5,27.6,78,1006.5,1,251.1,0.868226,413.437
2021-5-9 6:00,3,31,33,17,12,0.5,27.5,80,1007.2,0.6,252.5,0.868226,413.437
2021-5-9 7:00,4,19,22,17,32,0.5,28.3,75,1007.9,1.5,237.1,0.845018,418.023
2021-5-9 8:00,4,13,28,17,49,0.5,29.3,70,1008.4,1.7,238.4,0.746445,399.716
2021-5-9 9:00,4,14,47,17,59,0.5,30.5,67,1008.6,1.2,247.6,0.608372,394.427
2021-5-9 10:00,4,14,41,22,93,0.5,31.8,62,1008.4,1.5,251,0.525787,396.991
2021-5-9 11:00,6,12,50,19,113,0.5,32.5,58,1008,1.9,240,0.386565,398.892
2021-5-9 12:00,6,11,44,19,125,0.5,33.7,53,1007.3,1.9,256.6,0.29644,403.634
2021-5-9 13:00,6,11,47,19,133,0.5,34.5,50,1006.4,1.9,248.9,0.289974,404.446
2021-5-9 14:00,5,9,46,19,131,0.4,34.8,49,1005.5,2.1,248.5,0.255289,405.246
2021-5-9 15:00,4,12,43,19,123,0.4,34.2,50,1004.7,1.8,238,0.211561,408.235
2021-5-9 16:00,4,18,48,17,111,0.5,33.8,55,1003.9,1.5,241.1,0.256751,401.229
2021-5-9 17:00,3,18,52,19,74,0.5,32.1,64,1004,2.8,232.3,0.316508,395.206
2021-5-9 18:00,3,26,57,19,40,0.6,30.6,73,1004.6,1.7,228.7,0.56029,390.355
2021-5-9 19:00,3,21,42,14,35,0.5,29.4,77,1004.8,1.5,298,0.271375,385.144
2021-5-9 20:00,2,21,24,17,32,0.5,29.2,76,1005.4,2.3,249.1,0.274082,383.85
2021-5-9 21:00,3,22,25,14,28,0.6,29,76,1006.1,1.6,276,0.247681,380.761
2021-5-9 22:00,3,22,21,17,29,0.6,28.8,76,1006.6,1.6,259.8,0.175339,377.927
2021-5-9 23:00,3,20,24,7,29,0.6,28.3,77,1006.8,1.6,255.4,0.205347,377.866
2021-5-10 0:00,3,17,28,9,31,0.7,27.9,77,1006.1,1.5,284,0.109768,377.27
2021-5-10 1:00,3,15,22,12,29,0.7,27.8,78,1005.7,1.2,304,0.147906,376.387
2021-5-10 2:00,3,14,21,9,28,0.5,27.4,79,1005.3,1.1,10.4,0.215954,374.185
2021-5-10 3:00,3,14,19,7,22,0.6,27.2,79,1005,1.2,258.5,0.0471665,369.276
2021-5-10 4:00,3,15,18,5,20,0.5,27,80,1005.3,1.2,294.1,0.0203321,370.259
2021-5-10 5:00,3,11,19,5,25,0.4,27,80,1005.6,1.2,310,0.858316,428.694
2021-5-10 6:00,2,12,15,5,20,0.4,27.1,80,1006.1,1.2,309,0.0164158,409.657
2021-5-10 7:00,3,14,16,2,19,0.5,27.6,77,1007.2,1.3,255.6,0.0164158,409.657
2021-5-10 8:00,3,16,16,2,25,0.5,28.5,73,1008,1.6,244.7,0.0124917,377.133
2021-5-10 9:00,3,14,30,7,32,0.4,29.1,70,1008.4,2,242.6,0.039651,380.698
2021-5-10 10:00,—,13,—,5,—,0.4,30.4,64,1008.2,2.1,249.1,0.0809989,384.889
2021-5-10 11:00,4,—,51,9,67,0.4,31.2,59,1007.9,2.3,243.6,0.0742246,393.243
2021-5-10 12:00,3,8,—,7,75,0.3,32.1,56,1007.3,1.9,237.2,0.0372242,399.68
2021-5-10 13:00,4,7,22,2,80,0.4,32.9,54,1006.3,1.8,219.8,0.0271379,402.57
2021-5-10 14:00,4,8,20,5,80,0.4,32.7,55,1005.6,1.8,170.7,0.0432842,407.17
2021-5-10 15:00,3,10,18,5,74,0.4,33.4,54,1004.7,1.8,235.9,0.092096,410.696
2021-5-10 16:00,4,10,23,5,78,0.4,33.3,53,1004.2,1.8,229.3,0.0982216,405.535
2021-5-10 17:00,3,12,36,2,70,0.4,33,55,1004.1,1.8,236.6,0.0881456,395.175
2021-5-10 18:00,3,15,31,7,50,0.4,31.8,60,1004.2,1.9,270.1,0.0917615,385.409
2021-5-10 19:00,3,16,25,7,34,0.4,30.6,64,1004.5,2.4,242.1,0.0655938,379.967
2021-5-10 20:00,3,16,21,7,29,0.5,29.8,68,1005.2,2.2,254.2,1,433.118
2021-5-10 21:00,4,17,14,7,24,0.5,29.2,70,1006,2,237.3,0.630181,388.959
2021-5-10 22:00,4,18,17,7,22,0.4,28.6,73,1006.7,2.1,238.6,0.350304,416.434
2021-5-10 23:00,3,15,21,7,24,0.4,28.1,76,1006.6,1.6,251.5,1,384.602
2021-5-11 0:00,3,13,13,7,26,0.4,27.9,78,1005.8,1.8,255.6,1,434.325
2021-5-11 1:00,3,10,16,5,28,0.4,27.8,80,1005.5,1.7,264.2,1,432.991
2021-5-11 2:00,3,15,19,7,22,0.5,27.8,80,1005,1.2,288.5,0.871057,430.74
2021-5-11 3:00,3,11,21,7,25,0.4,27.8,80,1004.7,1.4,259.6,0.914335,433.642
2021-5-11 4:00,3,10,17,5,28,0.4,27.8,80,1004.9,1.2,297.1,0.857745,434.493
2021-5-11 5:00,3,12,15,7,26,0.4,27.8,80,1005.3,1.2,279.9,0.857745,434.493
2021-5-11 6:00,3,14,20,7,25,0.4,27.8,80,1005.6,0.9,320,0.226633,390.787
2021-5-11 7:00,3,13,20,9,28,0.5,28.7,77,1006.5,1.7,264.3,1,442.728
2021-5-11 8:00,4,15,23,7,34,0.5,29.5,73,1007.2,2.3,233.6,0.34,447.491
2021-5-11 9:00,4,11,27,12,46,0.4,30.7,66,1007.5,2.9,234.9,0.0855057,402.281
2021-5-11 10:00,3,9,23,9,58,0.4,32.1,59,1007.3,2.9,239.8,0.0933572,401.469
2021-5-11 11:00,3,8,31,7,65,0.4,32.5,58,1007,2.1,238.2,0.102556,403.77
2021-5-11 12:00,3,7,16,5,75,0.4,32.9,57,1006.3,2.6,232.1,0.0677325,408.261
2021-5-11 13:00,2,7,32,5,66,0.4,33,58,1005.5,2.3,240.7,0.0571905,408.118
2021-5-11 14:00,3,8,19,5,67,0.4,33.7,55,1004.6,2.2,241.8,0.0594958,404.995
2021-5-11 15:00,3,9,29,5,72,0.4,33.8,53,1004,2.3,229.9,0.0504966,401.728
2021-5-11 16:00,3,10,34,2,70,0.4,33.5,55,1003.6,2,239.7,0.0744765,391.72
2021-5-11 17:00,2,14,31,5,60,0.4,33,56,1003.5,2,270.8,0.0990447,384.083
2021-5-11 18:00,3,14,38,7,46,0.4,31.7,60,1004,1.9,269.7,0.134481,382.13
2021-5-11 19:00,2,15,25,14,33,0.4,30.7,65,1004.3,2.7,240.5,0.112711,381.121
2021-5-11 20:00,2,16,21,5,25,0.4,29.9,70,1004.8,2.5,238.9,0.0503742,379.966
2021-5-11 21:00,2,16,16,9,23,0.5,29.5,71,1005.5,2.2,244.6,0.0397872,378.097
2021-5-11 22:00,3,12,14,7,26,0.5,29,74,1006.1,1.9,264.5,0.229953,377.61
2021-5-11 23:00,3,12,18,5,22,0.5,28.9,76,1006.3,2,254.6,1,434.077
2021-5-12 0:00,3,12,25,5,23,0.4,28.7,76,1006,2,243.4,1,434.451
2021-5-12 1:00,3,11,20,7,22,0.4,28.5,78,1005.9,1.4,260.5,1,430.876
2021-5-12 2:00,2,9,22,5,23,0.4,28.3,79,1005.8,1.2,270.9,0.618546,378.861
2021-5-12 3:00,2,9,18,5,22,0.4,28,80,1005.5,0.9,323.1,0.784938,376.583
2021-5-12 4:00,2,13,13,2,18,0.4,27.8,81,1005.6,0.7,48.2,0.269789,374.054
2021-5-12 5:00,2,17,20,2,14,0.4,27.7,82,1006,0.6,42.6,1,376.572
2021-5-12 6:00,2,17,16,5,13,0.5,28.3,80,1006.5,0.6,37.7,1,376.572
2021-5-12 7:00,2,16,22,7,20,0.5,29.2,76,1006.7,1.4,113.7,0.34,435.093
2021-5-12 8:00,3,15,29,7,28,0.5,30.3,70,1007,1.4,233.7,0.027088,385.911
2021-5-12 9:00,3,13,33,5,36,0.5,31.2,64,1007.4,1.9,238.2,0.0199736,388.258
2021-5-12 10:00,4,10,18,7,55,0.4,32.2,58,1007,2.2,229.7,0.0279315,391.554
2021-5-12 11:00,3,10,26,9,73,0.4,32.7,56,1006.4,2.5,230.6,0.0492212,399.711
2021-5-12 12:00,2,10,18,14,70,0.4,32.8,57,1005.8,2.4,237,0.0183619,404.925
2021-5-12 13:00,2,6,23,7,60,0.4,33.4,54,1005,3.1,236.8,0.0111747,405.806
2021-5-12 14:00,2,6,22,2,62,0.4,33.4,54,1004,2.9,232.9,0.0155646,400.639
2021-5-12 15:00,2,9,28,5,65,0.4,33.5,56,1003.6,2.6,242.6,0.020838,391.182
2021-5-12 16:00,2,10,28,12,60,0.4,33.5,56,1003.3,3,232.6,0.04842,381.741
2021-5-12 17:00,1,12,40,7,48,0.3,32.6,58,1004.3,2.4,236.8,0.0473841,378.074
2021-5-12 18:00,1,17,33,7,35,0.4,31.9,63,1004.5,1.7,260.3,0.0349018,370.607
2021-5-12 19:00,2,18,34,9,24,0.4,31.1,66,1005,1.4,286.5,0.0302062,364.732
2021-5-12 20:00,2,15,21,9,22,0.5,30.6,69,1005.5,2,258.1,0.0372019,360.889
2021-5-12 21:00,1,14,20,7,21,0.4,30.2,71,1006,2.1,245.6,0.0290528,358.556
2021-5-12 22:00,2,15,21,12,16,0.5,29.7,74,1006.3,1.7,277.4,0.019753,358.008
2021-5-12 23:00,2,12,25,12,20,0.5,29.4,76,1006.1,2,263.8,0,359.77
2021-5-13 0:00,1,11,16,7,20,0.4,29.2,78,1005.8,1.3,335.2,0.0178747,364.5
2021-5-13 1:00,1,9,7,22,22,0.4,29.1,78,1005.5,1.4,306.7,0.0331476,366.534
2021-5-13 2:00,2,10,17,9,20,0.4,28.9,79,1005.3,1,318.8,0.0423829,365.464
2021-5-13 3:00,1,9,10,5,20,0.4,28.6,79,1005.3,1,305.7,0.0524068,366.846
2021-5-13 4:00,1,12,18,5,16,0.5,28.5,81,1005.7,1,292.6,0.213956,366.937
2021-5-13 5:00,1,14,15,12,16,0.4,28.4,81,1006.1,0.8,330.9,0.651655,365.159
2021-5-13 6:00,1,14,22,7,17,0.5,28.6,81,1006.3,1.1,90.7,0.0508746,366.671
2021-5-13 7:00,1,14,13,5,22,0.5,29.6,77,1006.8,1.3,98.5,0.0508746,366.671
2021-5-13 8:00,2,14,34,14,26,0.5,30.4,72,1007.4,1.4,293.5,0.0715406,371.783
2021-5-13 9:00,3,17,39,9,33,0.5,30.9,69,1007.6,1.2,250.3,0.0315774,375.003
2021-5-13 10:00,3,15,28,9,62,0.5,31.8,64,1007.4,2.4,225.6,0.0218237,382.142
2021-5-13 11:00,2,10,31,14,63,0.4,31.2,64,1007.5,2.6,114.1,0.0125715,390.284
2021-5-13 12:00,2,12,27,7,94,0.5,32.1,64,1006.8,1.9,155.4,0.00954594,396.777
2021-5-13 13:00,2,11,38,12,82,0.4,32.5,64,1006.2,1.5,246.4,0,403.958
2021-5-13 14:00,1,12,45,9,50,0.4,31.2,73,1005.6,1.1,250.2,0.34,457.319
2021-5-13 15:00,0,18,41,12,40,0.5,32.2,69,1005.1,1,260.7,0.017265,415.343
2021-5-13 16:00,—,15,24,—,48,0.4,32.4,63,1004.8,2.1,233.7,0.34,424.329
2021-5-13 17:00,6,17,—,—,42,0.4,32,65,1004.6,2.2,232.9,0.10574,411.407
2021-5-13 18:00,6,18,—,9,30,0.4,31.4,66,1004.4,1.6,274.3,0.0910915,406.618
2021-5-13 19:00,6,17,27,12,24,0.4,30.6,69,1004.3,1.6,37.9,0.0516692,399.803
2021-5-13 20:00,6,18,29,7,18,0.5,30,72,1004.8,1.7,293.6,1,437.442
2021-5-13 21:00,6,14,12,12,20,0.5,29.6,73,1005.6,2,244.9,0.666489,437.231
2021-5-13 22:00,5,11,20,9,23,0.4,29.3,76,1006.5,1.6,249.2,0,377.953
2021-5-13 23:00,5,11,19,12,23,0.4,29.2,78,1006.7,1.6,265.6,1,435.737
2021-5-14 0:00,5,11,12,9,23,0.4,29.1,79,1006.6,1.2,271.3,0,378.218
2021-5-14 1:00,5,11,18,9,20,0.4,28.9,80,1006.4,1.3,290.1,1,437.131
2021-5-14 2:00,5,11,19,7,19,0.4,28.8,81,1006,0.9,336.1,0.512055,436.625
2021-5-14 3:00,5,10,15,9,20,0.4,28.7,81,1006.1,1.3,304,0.531482,433.693
